,idno,author-name,title,year,genre,form,decade
tc0337,tc0337,Dufresny,Le chevalier joueur,1697,Comédie,prose,1690s
tc0080,tc0080,Bouilly,René-descartes,1796,Trait historique,prose,1790s
tc0037,tc0037,Barbier,Le faucon,1719,Comédie,vers,1710s
tc0527,tc0527,Marivaux,Le legs,1736,Comédie,prose,1730s
tc0467,tc0467,La grange chancel,Amasis,1701,Tragédie,vers,1700s
tc0474,tc0474,La motte,Inès de castro,1723,Tragédie,vers,1720s
tc0768,tc0768,Voltaire,Le baron d'otrante,1784,Opéra Bouffe,vers,1780s
tc0625,tc0625,Poisson,Le sot vengé,1661,Comédie,vers,1660s
tc0163,tc0163,Corneille,Agésilas,1666,Tragédie,vers,1660s
tc0055,tc0055,Dominique,Les enfants trouvés,1732,Parodie,vers,1730s
tc0395,tc0395,Florian,Les jumeaux de bergame,1782,Comédie,prose,1780s
tc0038,tc0038,Barré,Candide marié,1788,Vaudeville,mixte,1780s
tc0341,tc0341,Dufresny,Le double veuvage,1702,Comédie,prose,1700s
tc0465,tc0465,La fosse,Manlius capitolinus,1698,Tragédie,vers,1690s
tc0107,tc0107,Brosse,L'aveugle clairvoyant,n.av.,Comédie,vers,n.av0s
tc0597,tc0597,Nivelle de la chaussée,Le préjugé à la mode,1735,Comédie,vers,1730s
tc0624,tc0624,Poisson,La hollande malade,1672,Comédie,vers,1670s
tc0713,tc0713,Rousseau,Jason,1696,Opéra,vers,1690s
tc0550,tc0550,Molière,Amphytrion,n.av.,Comédie,vers,n.av0s
tc0409,tc0409,Gouges,L'esclavage des noirs,1789,Drame,prose,1780s
tc0040,tc0040,Beaumarchais,L'autre tartuffe ou la mère coupable,1792,Drame,prose,1790s
tc0054,tc0054,Biancolelli pierre-françois (1680-1734),La bonne feme,1726,Parodie,mixte,1720s
tc0728,tc0728,Scarron,Le jodelet ou le maître valet,(inconnue),Comédie,vers,(inconnue0s
tc0764,tc0764,Voisenon,Hilas et zélis,1762,Pastorale,vers,1760s
tc0415,tc0415,Guerin de bouscal,Don quichotte de la manche,1645,Tragi-comédie,vers,1640s
tc0599,tc0599,Ouville,Les fausses vérités,1641,Comédie,vers,1640s
tc0571,tc0571,Molière,Le médecin malgré lui,1666,Comédie,prose,1660s
tc0319,tc0319,Donneau de visé,Les amours d'alcippe et de céphise,1660,Comédie,vers,1660s
tc0244,tc0244,Cubières-palmézeaux,Galathée,1777,Comédie,vers,1770s
tc0174,tc0174,Corneille,Horace,1639,Tragédie,vers,1630s
tc0324,tc0324,Dorimond,Les amours de trapolin,(non indiqué),Comédie,vers,(non indiqué0s
tc0554,tc0554,Moliere,La critique de l'école des femmes,1663,Comédie,prose,1660s
tc0507,tc0507,Marivaux,Les acteurs de bonne foi,1748,Comédie,prose,1740s
tc0082,tc0082,Boursault,Les deux frères gémeaux ou les menteurs qui ne mentent point,n.av.,Comédie,vers,n.av0s
tc0583,tc0583,Moline,L'inconnue persécutée,1776,Comédie,mixte,1770s
tc0129,tc0129,Carmontelle,Le café borgne,(inconnue),Proverbe,prose,(inconnue0s
tc0586,tc0586,Nadal,Antiochus,1722,Tragédie,vers,1720s
tc0426,tc0426,Gueullette,Isabelle grosse par vertu,1738,Farce,prose,1730s
tc0247,tc0247,Cubières-palmézeaux,La mort de molière,1802,Comédie,vers,1800s
tc0475,tc0475,La motte,Les machabées,1721,Tragédie,vers,1720s
tc0282,tc0282,Dancourt,L'impromptu de suresnes,1713,Comédie-ballet,mixte,1710s
tc0577,tc0577,Molière,La princesse d'élide,1664,Comédie galante,mixte,1660s
tc0262,tc0262,Dancourt,La déroute du pharaon,(non représentée),Comédie,prose,(non représentée0s
tc0047,tc0047,Bensérade,Cléopâtre,1635,Tragédie,vers,1630s
tc0657,tc0657,Racine,Esther,1689,Tragédie,vers,1680s
tc0649,tc0649,Racine,Alexandre le grand,1665,Tragédie,vers,1660s
tc0297,tc0297,Dancourt,La trahison punie,1707,Comédie,vers,1700s
tc0389,tc0389,Fabre d'eglantine,Le philinte de molière,1790,Comédie,vers,1790s
tc0229,tc0229,Coupigny,Arlequin jaloux,1797,Comédie,prose,1790s
tc0481,tc0481,Pompignan,Didon,1734,Tragédie,vers,1730s
tc0762,tc0762,Villiers,La critique du tartuffe,(non représentée),Comédie,vers,(non représentée0s
tc0522,tc0522,Marivaux,L'heureux stratagème,1733,Comédie,prose,1730s
tc0696,tc0696,Rotrou,Amarillis,1652,Pastorale,vers,1650s
tc0383,tc0383,Du ryer,Lucrèce,1638,Tragédie,vers,1630s
tc0684,tc0684,Regnard,La sérénade,1694,Comédie,mixte,1690s
tc0288,tc0288,Dancourt,La métempsycose des amours,1717,Comédie,vers,1710s
tc0314,tc0314,Desportes,La veuve coquette,1721,Comédie,mixte,1720s
tc0688,tc0688,Riccoboni père,L'écho du public,1741,Comédie,vers,1740s
tc0127,tc0127,Carmontelle,Les bons,(inconnue),Proverbe,prose,(inconnue0s
tc0264,tc0264,Dancourt,Le diable boiteux,1707,Comédie,prose,1700s
tc0347,tc0347,Dufresny,La joueuse,1709,Comédie,prose,1700s
tc0373,tc0373,Durant,Voyage de campagne,(inconnue),Proverbe,prose,(inconnue0s
tc0354,tc0354,n.av.,L'augmentation de la baguette,1693,Comédie,mixte,1690s
tc0295,tc0295,Dancourt,Le retour des officiers,1697,Comédie,prose,1690s
tc0509,tc0509,Marivaux,Arlequin poli par l'amour,1720,Comédie,prose,1720s
tc0574,tc0574,Molière,Le misanthrope ou l'atrabilaire amoureux,1666,Comédie,vers,1660s
tc0134,tc0134,Carmontelle,L'étranger,1780,Proverbe,prose,1780s
tc0499,tc0499,Magnon,Artaxerxe,1644,Tragédie,vers,1640s
tc0605,tc0605,Palissot de montenoy,Le cercle ou les originaux,1755,Comédie,prose,1750s
tc0430,tc0430,Gueullette,Première parade,1714,Farce,prose,1710s
tc0529,tc0529,Marivaux,La mère confidente,1735,Comédie,prose,1730s
tc0592,tc0592,Nericault-destouches,Le glorieux,1732,Comédie,vers,1730s
tc0150,tc0150,Chabanon,La toison d'or,(non représentée),Tragédie lyrique,prose,(non représentée0s
tc0162,tc0162,Colleville,Sophie et derville,1788,Comédie,prose,1780s
tc0192,tc0192,Corneille,La suivante,1634,Comédie,vers,1630s
tc0120,tc0120,Carbon de flins,Le réveil d'épiménide à paris comédie en un acte,1790,Comédie,vers,1790s
tc0521,tc0521,Marivaux,L'héritier de village,1725,Comédie,prose,1720s
tc0382,tc0382,Du ryer,Lisandre et caliste,1632,Tragi-comédie,vers,1630s
tc0278,tc0278,Dancourt,Le galant jardinier,1704,Comédie,prose,1700s
tc0488,tc0488,Legrand,L'usurier gentilhomme,1713,Comédie,prose,1710s
tc0350,tc0350,Dufresny,Le mariage fait et rompu,1721,Comédie,vers,1720s
tc0744,tc0744,Somaize,Le procès des précieuses en vers burlesques,n.av.,Comédie,vers,n.av0s
tc0651,tc0651,Racine,Andromaque,1667,Tragédie,vers,1660s
tc0801,tc0801,Voltaire,Zaïre,1732,Tragédie,vers,1730s
tc0002,tc0002,Aigueberre,Pan et doris,(non représentée),Pastorale,vers,(non représentée0s
tc0422,tc0422,Gueullette,Le chapeau de fortunatus,1712,Farce,prose,1710s
tc0544,tc0544,Mercier,La destruction de la ligue,1782,Drame,prose,1780s
tc0166,tc0166,Corneille,Le cid,1637,Tragédie,vers,1630s
tc0486,tc0486,Legrand,La famille extravagante,1709,Comédie,vers,1700s
tc0785,tc0785,Voltaire,Oedipe,1718,Tragédie,vers,1710s
tc0363,tc0363,Feriol de pont-de-veyle,Le somnambule,1739,Comédie,prose,1730s
tc0327,tc0327,Dorimond,La femme industrieuse,(inconnue),Comédie,vers,(inconnue0s
tc0060,tc0060,Bièvre,Le séducteur,1783,Comédie,vers,1780s
tc0063,tc0063,Bohaire-dutheil,Jésus-christ,(inconnue),Tragédie,vers,(inconnue0s
tc0627,tc0627,Prade,Arsace,1662,Tragédie,vers,1660s
tc0464,tc0464,La forge,La joueuse dupée,1664,Comédie,vers,1660s
tc0339,tc0339,Dufresny,Le dédit,1719,Comédie,vers,1710s
tc0461,tc0461,La fontaine,Ragotin ou le roman comique,(non représentée),Comédie,vers,(non représentée0s
tc0730,tc0730,Scarron,Le prince corsaire,1658,Comédie,vers,1650s
tc0675,tc0675,Regnard,Les filles errantes,1690,Comédie,prose,1690s
tc0754,tc0754,Tristan l_hermite,La mort de sénèque,1644,Tragédie,vers,1640s
tc0293,tc0293,Dancourt,Le prix de l'arquebuse,1717,Comédie,mixte,1710s
tc0280,tc0280,Dancourt,L'impromptu de garnison,1692,Comédie,prose,1690s
tc0775,tc0775,Voltaire,L'enfant prodigue,1736,Comédie,vers,1730s
tc0749,tc0749,Taconet,Nostradamus,1756,Parodie,vers,1750s
tc0170,tc0170,Corneille,Clitandre,1632,Tragédie,vers,1630s
tc0020,tc0020,Archambault,Les étrennes de l'amitié,1780,Comédie,vers,1780s
tc0457,tc0457,La fontaine,Daphné,(non représentée),Opéra,vers,(non représentée0s
tc0079,tc0079,Boucher,Champagne le coiffeur,1662,Comédie,vers,1660s
tc0543,tc0543,Mathieu,La magicienne étrangère,(non représentée),Tragédie,vers,(non représentée0s
tc0098,tc0098,Boyer,Judith,1695,Tragédie,vers,1690s
tc0090,tc0090,Boursault,Les mots a la mode,1694,Comédie,vers,1690s
tc0435,tc0435,Hauteroche,Le cocher supposé,1684,Comédie,prose,1680s
tc0025,tc0025,Dorvigny,On fait ce qu'on peut,1779,Proverbe,prose,1770s
tc0789,tc0789,Voltaire,L'orphelin de la chine,1755,Tragédie,vers,1750s
tc0195,tc0195,Corneille,Tite et bérénice,1670,Comédie héroïque,vers,1670s
tc0650,tc0650,Racine,Alexandre le grand,1665,Tragédie,vers,1660s
tc0188,tc0188,Corneille,Rodogune,1644,Tragédie,vers,1640s
tc0013,tc0013,Anonyme,La matinée du comédien français,(inconnu),Proverbe,prose,(inconnu0s
tc0367,tc0367,Durant,Les jours se suivent et ne se ressemblent pas,(inconnue),Proverbe,prose,(inconnue0s
tc0759,tc0759,Vadé,L'impromptu du coeur,1757,Opéra comique,mixte,1750s
tc0489,tc0489,Le mierre,Artaxerce,1766,Tragédie,vers,1760s
tc0673,tc0673,Regnard,Le distrait,1697,Comédie,vers,1690s
tc0549,tc0549,Molière,L'amour médecin,n.av.,Comédie,prose,n.av0s
tc0702,tc0702,Rotrou,Hercule mourant,(inconnue),Tragédie,vers,(inconnue0s
tc0312,tc0312,Desjardins,Manlius,1662,Tragi-comédie,vers,1660s
tc0715,tc0715,Saint-aignan,La mort de louis xvi,(non représentée),Tragédie,vers,(non représentée0s
tc0695,tc0695,Rotrou,Agesilan de colchos,1635,Tragi-comédie,vers,1630s
tc0644,tc0644,Quinault,Persée,1682,Opéra,vers,1680s
tc0093,tc0093,Boyer,Agamemnon,1647,Tragédie,vers,1640s
tc0099,tc0099,Boyer,Lisimène ou la jeune bergère,1695,Pastorale,vers,1690s
tc0564,tc0564,Moliere,Le festin de pierre,1665,Comédie,prose,1660s
tc0142,tc0142,Carmontelle,Le seigneur auteur,n.av.,Proverbe,prose,n.av0s
tc0614,tc0614,Piron,L'école des pères ou les fils ingrats,1728,Comédie,vers,1720s
tc0000,tc0000,Abeille,Lyncée,1678,Tragédie,vers,1670s
tc0213,tc0213,Corneille,Le feint astrologue,1648,Comédie,vers,1640s
tc0463,tc0463,n.av.,La querelle des théâtres,1710,Prologue,vers,1710s
tc0355,tc0355,n.av.,La baguette de vulcain,1693,Comédie,mixte,1690s
tc0191,tc0191,Corneille,La suite du menteur,1644,Comédie,vers,1640s
tc0184,tc0184,Corneille,Pertharite roi des lombards,1651,Tragédie,vers,1650s
tc0286,tc0286,Dancourt,La maison de campagne,1688,Comédie,prose,1680s
tc0275,tc0275,Dancourt,La foire saint germain,1697,Comédie,prose,1690s
tc0782,tc0782,Voltaire,Mérope,1743,Tragédie,vers,1740s
tc0387,tc0387,Du ryer,Thémistocle,1646,Tragédie,vers,1640s
tc0182,tc0182,Corneille,Oedipe,1659,Tragédie,vers,1650s
tc0255,tc0255,Dancourt,Les bourgeoises à la mode,1692,Comédie,prose,1690s
tc0538,tc0538,Marivaux,Les sincères,1739,Comédie,prose,1730s
tc0014,tc0014,Anonyme,Le portier du parnasse,(non représentée),Comédie,prose,(non représentée0s
tc0633,tc0633,Puget de la serre,Le sac de carthage,n.av.,Tragédie,prose,n.av0s
tc0041,tc0041,Beaumarchais,Le barbier de séville ou les précautions inutiles,1775,Comédie,mixte,1770s
tc0070,tc0070,Boissy,Le balillard,3618,Comédie,vers,3610s
tc0235,tc0235,Crébillon,Pyrrhus,1726,Tragédie,vers,1720s
tc0716,tc0716,Saint-evremond,La comédie des académiciens,(non représentée),Comédie,vers,(non représentée0s
tc0330,tc0330,Dorneval,Les couplets en procès,1730,Prologue,mixte,1730s
tc0006,tc0006,Soulas d'allainval,L'école des bourgeois,1728,Comédie,prose,1720s
tc0380,tc0380,Du ryer,Dynamis,1650,Tragi-comédie,vers,1650s
tc0053,tc0053,Biancolelli,L'école galante ou l'art d'aimer,1710,Comédie,vers,1710s
tc0531,tc0531,Marivaux,Le petit maître corrigé,1734,Comédie,prose,1730s
tc0425,tc0425,Gueullette,Les fausses envies,1740,Farce,prose,1740s
tc0751,tc0751,(anonyme),Thélamire,1739,Tragédie,vers,1730s
tc0539,tc0539,Marivaux,La surprise de l'amour,1722,Comédie,prose,1720s
tc0407,tc0407,Gillet de la tessonerie,Le déniaisé,1647,Comédie,vers,1640s
tc0498,tc0498,Longepierre,Médée,1694,Tragédie,vers,1690s
tc0519,tc0519,Marivaux,Félicie,1750,Comédie,prose,1750s
tc0219,tc0219,Corneille,Maximian,1662,Tragédie,vers,1660s
tc0031,tc0031,Aure,Geneviève ou l'innocence reconnue,n.av.,Tragédie,vers,n.av0s
tc0039,tc0039,Barré,Le mariage de scarron,1797,Vaudeville,mixte,1790s
tc0694,tc0694,Rosimond,Le nouveau festin de pierre,1669,Tragi-comédie,vers,1660s
tc0619,tc0619,Plancher de valcour,La vengeance,1788,Comédie,prose,1780s
tc0172,tc0172,Corneille,La galerie du palais ou l'amie rivale,1633,Comédie,vers,1630s
tc0371,tc0371,Durant,Qui court deux lièvres n'en prend point,(non représentée),Proverbe,prose,(non représentée0s
tc0772,tc0772,Voltaire,Les deux tonneaux,(inconnue),Opéra comique,vers,(inconnue0s
tc0268,tc0268,Dancourt,Les enfants de paris,1699,Comédie,vers,1690s
tc0193,tc0193,Corneille,Surena géneral des parthes,1674,Tragédie,vers,1670s
tc0026,tc0026,Armand,Le cri de la nature,1669,Comédie,vers,1660s
tc0272,tc0272,Dancourt,La fête de village,1700,Comédie,prose,1700s
tc0502,tc0502,Magnon,Séjanus,1644,Tragédie,vers,1640s
tc0102,tc0102,Boyer,La porcie romaine,1645,Tragédie,vers,1640s
tc0411,tc0411,Goulard,Agis,n.av.,Parodie,vers,n.av0s
tc0497,tc0497,Linant,Alzaïde,1745,Tragédie,vers,1740s
tc0687,tc0687,Restif de le bretonne,Le jugement de pâris,n.av.,Comédie,prose,n.av0s
tc0385,tc0385,Du ryer,Saül,1640,Tragédie,vers,1640s
tc0790,tc0790,Voltaire,Pandore,1767,Opéra,vers,1760s
tc0640,tc0640,Quinault,Le fantome amoureux,1659,Tragi-comédie,vers,1650s
tc0620,tc0620,Poinsinet de sivry,Ajax,1762,Tragédie,vers,1760s
tc0254,tc0254,Dancourt,Le bon soldat ,1693,Comédie,vers,1690s
tc0083,tc0083,Boursault,Ésope à la cour,1701,Comédie héroïque,vers,1700s
tc0714,tc0714,Saint-aignan,Le martyre de marie-antoinette d'autriche,(non représentée),Tragédie,vers,(non représentée0s
tc0046,tc0046,Beaunoir,Vénus pélerine,1779,Comédie,vers,1770s
tc0161,tc0161,Colle,Cocatrix,1731,Comédie,vers,1730s
tc0516,tc0516,Marivaux,L'épreuve,1740,Comédie,mixte,1740s
tc0088,tc0088,Boursault,Le médecin volant,1694,Comédie,vers,1690s
tc0045,tc0045,Beaunoir,Le sculpteur,1784,Comédie,prose,1780s
tc0652,tc0652,Racine,Andromaque,1667,Tragédie,vers,1660s
tc0205,tc0205,Corneille,Le charme de la voix,1653,Comédie,vers,1650s
tc0621,tc0621,Poinsinet de sivry,Le cercle,1764,Comédie,prose,1760s
tc0595,tc0595,Nivelle de la chaussée,La fausee antipathie,1744,Comédie,vers,1740s
tc0591,tc0591,Nadal,Saül,(non représentée),Tragédie,vers,(non représentée0s
tc0447,tc0447,La calprenede,Herménégilde,1643,Tragédie,prose,1640s
tc0670,tc0670,Regnard,Le carnaval de venise,1699,Ballet,vers,1690s
tc0736,tc0736,Scudery,Orante,1633,Tragi-comédie,vers,1630s
tc0561,tc0561,Molière,L'étourdi ou les contre-temps,1658,Comédie,vers,1650s
tc0458,tc0458,La fontaine,L'eunuque,(non représentée),Comédie,vers,(non représentée0s
tc0459,tc0459,La fontaine,Le florentin,1685,Comédie,vers,1680s
tc0381,tc0381,Du ryer,Esther,1640,Tragédie,vers,1640s
tc0414,tc0414,Gudin de la brenellerie,Lothaire,1768,Tragédie,vers,1760s
tc0231,tc0231,Crébillon,Atrée et thyeste,1707,Tragédie,vers,1700s
tc0196,tc0196,Corneille,La conquête de la toison d'or,1661,Tragédie,vers,1660s
tc0500,tc0500,Magnon,Josaphat,1644,Tragi-comédie,vers,1640s
tc0258,tc0258,Dancourt,Le chevalier à la mode,1687,Comédie,prose,1680s
tc0537,tc0537,Marivaux,Les serments indiscrets,1732,Comédie,prose,1730s
tc0740,tc0740,Sedaine,Le manteau écarlate ou le reve supposé,1784,Proverbe,prose,1780s
tc0125,tc0125,Carmontelle,L'auteur avantageux,1768,Proverbe,prose,1760s
tc0799,tc0799,Voltaire,Tancrède,1765,Tragédie,vers,1760s
tc0302,tc0302,Dancourt,Le vert-galant,1699,Comédie,prose,1690s
tc0417,tc0417,Guerin de bouscal,Le fils désavoué,1645,Tragi-comédie,vers,1640s
tc0232,tc0232,Crébillon,Catilina,1748,Tragédie,vers,1740s
tc0154,tc0154,Champmeslé,Les fragments de molière,1674,Comédie,prose,1670s
tc0712,tc0712,Rousseau,La ceinture magique,1701,Comédie,prose,1700s
tc0717,tc0717,Saint-priest,Le pot au noir et  le pot aux roses ou daphnis et hortense,1789,Pastorale,mixte,1780s
tc0171,tc0171,Corneille,Don sanche d'aragon,1649,Comédie héroïque,vers,1640s
tc0588,tc0588,Nadal,Mariamne,1725,Tragédie,vers,1720s
tc0108,tc0108,n.av.,L'avocat patelin,1706,Comédie,prose,1700s
tc0378,tc0378,Du ryer,Bérénice,1644,Tragi-comédie,prose,1640s
tc0239,tc0239,Crébillon,La nuit et le moment ou les matines de cythère,(non représentée),Dialogue,prose,(non représentée0s
tc0334,tc0334,Du bosc de montandre,La balance d'état,1652,Tragi-comédie,vers,1650s
tc0523,tc0523,Marivaux,L'île de la raison ou les petits hommes,1727,Comédie,prose,1720s
tc0674,tc0674,Regnard,Le divorce,1688,Comédie,prose,1680s
tc0567,tc0567,Moliere,L'impromptu de versailles,1663,Comédie,prose,1660s
tc0552,tc0552,Molière,Le bourgeois gentilhomme,n.av.,Comédie-ballet,mixte,n.av0s
tc0699,tc0699,Rotrou,Cléagénor et doristée,1634,Pastorale,vers,1630s
tc0456,tc0456,La fontaine,Climène,(non représentée),Comédie,vers,(non représentée0s
tc0469,tc0469,La harpe,Mélanie ou la religieuse,1792,Drame,vers,1790s
tc0260,tc0260,Dancourt,La comédie des comédiens,1710,Comédie,mixte,1710s
tc0263,tc0263,Dancourt,La désolation des joueuses,1687,Comédie,prose,1680s
tc0747,tc0747,Taconet,Les écosseuses de la halle,1767,Ambigu poissard,vers,1760s
tc0328,tc0328,Dorneval,Le jugement de pâris,1718,Prologue,mixte,1710s
tc0774,tc0774,Voltaire,Le duc d'alençon ou les frères ennemis,1751,Tragédie,vers,1750s
tc0333,tc0333,Gazon-doruxigné,Alzate ou le le préjugé détruit,1749,Pièce,vers ,1740s
tc0072,tc0072,Boissy,Le français à londres,1727,Comédie,prose,1720s
tc0221,tc0221,Corneille,La mort d'annibal,1669,Tragédie,vers,1660s
tc0010,tc0010,(anonyme),Les bonnes gens,(non représentée),Comédie,vers,(non représentée0s
tc0524,tc0524,Marivaux,L'ile des esclaves,1725,Comédie,prose,1720s
tc0173,tc0173,Corneille,Héraclius,1646,Tragédie,vers,1640s
tc0059,tc0059,Bideau de montigny,Sémiramis,(non représentée),Parodie,vers,(non représentée0s
tc0362,tc0362,Dupaty,Arlequin tout seul,1798,Comédie,mixte,1790s
tc0677,tc0677,Regnard,La critique de l'homme à bonnes fortunes,1690,Comédie,prose,1690s
tc0356,tc0356,Regnard,Les chinois,1692,Comédie,mixte,1690s
tc0623,tc0623,Poinsinet de sivry,Les philosophes de bois,1760,Comédie,vers,1760s
tc0659,tc0659,Racine,Mithridate,1673,Tragédie,vers,1670s
tc0656,tc0656,Racine,Britannicus,1669,Tragédie,vers,1660s
tc0575,tc0575,Molière,Monsieur de pourceaugnac,1669,Comédie-ballet,mixte,1660s
tc0606,tc0606,Palissot de montenoy,Ninus second,1761,Tragédie,vers,1760s
tc0089,tc0089,Boursault,Le mort vivant,1662,Comédie,vers,1660s
tc0151,tc0151,Chamfort,La jeune indienne,1764,Comédie,vers,1760s
tc0183,tc0183,Corneille,Othon,1664,Tragédie,vers,1660s
tc0234,tc0234,Crébillon,Idoménée,1705,Tragédie,vers,1700s
tc0118,tc0118,Campistron,Virginie,1693,Tragédie,vers,1690s
tc0600,tc0600,Ouzicourt,Bélisaire,(inconnue),Drame,vers,(inconnue0s
tc0207,tc0207,Corneille,Le comte d'essex,1678,Tragédie,vers,1670s
tc0307,tc0307,Desfontaines,L'illustre comédien,1635,Tragédie,vers,1630s
tc0472,tc0472,La harpe,Philoctète,1783,Tragédie,vers,1780s
tc0742,tc0742,Segur,Le fou par amour,1791,Drame,vers,1790s
tc0285,tc0285,Dancourt,Madame artus,1708,Comédie,vers,1700s
tc0218,tc0218,Corneille,L'inconnu,1675,Comédie,vers,1670s
tc0212,tc0212,Corneille,Les engagements du hasard,1649,Tragédie,vers,1640s
tc0305,tc0305,Desfontaines,Eurimédon ou l'illustre pirate,1635,Tragi-comédie,vers,1630s
tc0732,tc0732,Scudery,La comédie des comédiens,1634,Comédie,mixte,1630s
tc0332,tc0332,Dorneval,La reine du barostan,1730,Opéra comique,mixte,1730s
